player_id,player,player_role,key_cricinfo,role,final_role
3b8e7647,SP Krishnamurthi,Batter,1277627,Allrounder,Allrounder
3c00e140,Lovepreet Singh,Batter,1241238,Batter,Batter
3c4007d3,Sagar Pun,Batter,524095,Opening Batter,Batter
3c55c703,JG Bethell,All-Rounder,1194959,Batting Allrounder,Batting Allrounder
3c6ffae8,YK Pathan,Batter,32498,Allrounder,Allrounder
3c87f0c3,JN Frylinck,All-Rounder,482478,Allrounder,Allrounder
3cacbb57,A Martin,Bowler,245373,Bowler,Bowler
3ce127f2,Asif Iqbal (1),Batter,39898,Opening Batter,Batter
3cf5ae43,Yasir Arafat,Unclassified,43654,Allrounder,Allrounder
3cf83487,AJ Bichel,All-Rounder,4146,Bowler,Bowler
3d0ed2f9,JT Ball,Unclassified,414990,Bowler,Bowler
3d189742,Shabbir Ahmed,Bowler,42632,Bowler,Bowler
3d284ca3,PD Salt,Batter,669365,Wicketkeeper Batter,Batter
3d5d51a5,T Marumani,Batter,946507,Top order Batter,Batter
3d8feaf8,MR Marsh,All-Rounder,272450,Allrounder,Allrounder
3de06845,S Vesawkar,Batter,25977,Middle order Batter,Batter
3df3f50b,Waheed Ahmed,Unclassified,950309,Bowler,Bowler
3e326efc,JNT Vare,Unclassified,25065,Wicketkeeper Batter,Batter
3e51db81,C Zhuwao,Batter,235532,Batter,Batter
3e722460,CR Foggo,Batter,23700,Batter,Batter
3e91a87f,TJ Friend,Batter,55438,Bowling Allrounder,Bowling Allrounder
3eac9d95,JDP Oram,All-Rounder,38062,Allrounder,Allrounder
3eb7c45d,Imran Nazir,Batter,40563,Opening Batter,Batter
3edb58fc,AD Mascarenhas,Batter,16932,Allrounder,Allrounder
3ee0050f,PM Liyanagamage,Unclassified,826689,Bowler,Bowler
3ee90b67,Khalid Kail,Batter,624813,Middle order Batter,Batter
3f18724b,MC Sorensen,Bowler,531953,Bowler,Bowler
3f4b9ae5,Abdul Jabbar,Batter,313526,Batter,Batter
3f5f39cd,Al-Amin Hossain,Bowler,511532,Bowler,Bowler
3f61a062,BTJ Wheal,Bowler,807535,Bowler,Bowler
3f659464,OP Stone,Unclassified,457279,Bowler,Bowler
3fb197cd,TMK Mawoyo,Batter,55597,Batter,Batter
3fb19989,MA Starc,Bowler,311592,Bowler,Bowler
3fb56752,Shahid Ahmadzai,Unclassified,1120355,Allrounder,Allrounder
3fbb43a9,Saad Nasim,Batter,317248,Allrounder,Allrounder
3fc3b204,Mushfiqur Rahman,Batter,55976,Bowler,Bowler
3feda4fa,RL Chase,Batter,391832,Allrounder,Allrounder
3ff033bb,MD Shanaka,Batter,437316,Allrounder,Allrounder
400e2d4d,FDM Karunaratne,Batter,227772,Opening Batter,Batter
40c041ea,Imam-ul-Haq,Batter,568276,Top order Batter,Batter
4167f30b,IG Holland,All-Rounder,334340,Allrounder,Allrounder
4180d897,JE Taylor,Bowler,53191,Bowler,Bowler
41c8bae3,KT Sandher,Bowler,23824,,Bowler
41eb4a4f,R Vinay Kumar,Unclassified,35731,Bowler,Bowler
41fc1ece,BB Chari,Batter,427178,Opening Batter,Batter
42172c3c,JT Smuts,All-Rounder,280490,Batting Allrounder,Batting Allrounder
42537f07,JA Rudolph,Batter,47015,Top order Batter,Batter
42a05795,GW Aldridge,Unclassified,36187,Bowler,Bowler
42bf1b7d,H Carlyon,Batter,1062706,,Batter
42d1b920,WCA Ganegama,Unclassified,49008,Allrounder,Allrounder
4329fbb5,SR Watson,All-Rounder,8180,Allrounder,Allrounder
4347a4ae,AJ Burger,All-Rounder,24839,,Allrounder
434e36b1,UDU Chandana,Bowler,48369,Bowler,Bowler
436c763a,BJ McMullen,All-Rounder,949473,Batting Allrounder,Batting Allrounder
4373c57e,JH Stander,Unclassified,298195,Bowler,Bowler
43936951,DR Tuffey,Bowler,38620,Bowler,Bowler
43b375d4,Abdur Rauf,Bowler,39084,Bowler,Bowler
43f4087c,NA Rock,Batter,1112535,Wicketkeeper Batter,Batter
441b1b20,LS Baker,Bowler,51431,Bowler,Bowler
4487cc09,LOB Cann,Batter,23681,Allrounder,Allrounder
449f4e3c,B Muzarabani,Unclassified,827051,Bowler,Bowler
44a2bb4f,U Bhagwan,Unclassified,1387900,Bowler,Bowler
44d6a8b8,Ayan Khan,Batter,956319,Allrounder,Allrounder
45477249,MO Odumbe,All-Rounder,24708,Allrounder,Allrounder
4557dc54,PA van Meekeren,Bowler,348109,Bowler,Bowler
45642393,Muhammad Usman,Batter,974719,Middle order Batter,Batter
45963d9e,N Dickwella,Batter,429754,Wicketkeeper Batter,Batter
45a43fe2,RD Gaikwad,Batter,1060380,Batter,Batter
45a7e761,Shaheen Shah Afridi,Bowler,1072470,Bowler,Bowler
45c2196c,DE Bollinger,Bowler,4508,Bowler,Bowler
45d4cb14,RD Shah,Batter,24719,Opening Batter,Batter
45de8d3e,Samiullah Khan,Unclassified,43235,Bowler,Bowler
45df0e72,CJ Bowes,Batter,379890,Top order Batter,Batter
45eda7c8,CA Lynn,Batter,326637,Batter,Batter
46050f42,GA Rogers,Unclassified,272473,Bowler,Bowler
462411b3,JJ Bumrah,Bowler,625383,Bowler,Bowler
462d7c62,D Paterson,Unclassified,327947,Bowler,Bowler
463cd7cb,CD Cumming,Batter,36627,Opening Batter,Batter
465aa633,N Burger,Bowler,971349,Bowler,Bowler
4663bd23,TL Seifert,Unclassified,625964,Wicketkeeper Batter,Batter
469ccead,CB Sole,Bowler,671823,Bowler,Bowler
469ea22b,KMDN Kulasekara,Bowler,49535,Bowler,Bowler
474a8333,Nasir Javed,Unclassified,25625,,Unclassified
4751caa3,CBRLS Kumara,Unclassified,784375,Bowler,Bowler
478a63e7,C Campher,All-Rounder,595921,Allrounder,Allrounder
47c5aae7,AM Bacher,Batter,44024,Opening Batter,Batter
47d00fb5,RL Bhudia,Unclassified,24773,Bowler,Bowler
480ed517,Imran Farhat,Batter,40582,Top order Batter,Batter
48301a4b,D la Cock,Batter,1178065,Opening Batter,Batter
4861d29b,Mohammad Naveed,Bowler,533862,Bowler,Bowler
488b7e1b,SHT Kandamby,Batter,49363,Top order Batter,Batter
48a1d7b7,SO Hetmyer,Batter,670025,Middle order Batter,Batter
48ad3373,BM Tickner,Unclassified,854909,Bowler,Bowler
48f177f5,AJ Redmond,Batter,38264,Top order Batter,Batter
48fa71c3,Mohammad Iqbal,Batter,41440,Batter,Batter
48fd7349,MEK Hussey,Batter,5939,Middle order Batter,Batter
49118dc7,SO Ngoche,Bowler,308515,Bowler,Bowler
49212b50,DA Minors,Batter,23688,Wicketkeeper,Unclassified
4933f499,JP Behrendorff,Bowler,272477,Bowler,Bowler
4948a447,Farhad Reza,Unclassified,55894,Allrounder,Allrounder
4957b300,A Neill,Bowler,1148466,Bowler,Bowler
495d42a5,R Ashwin,Bowler,26421,Bowling Allrounder,Bowling Allrounder
49691d7a,CB Mpofu,Unclassified,55633,Bowler,Bowler
4992d6f6,ST Doheny,Batter,961401,Opening Batter,Batter
49b6c09f,JC Tredwell,Bowler,21646,Allrounder,Allrounder
49dc9cb4,KAR Hodge,Batter,348091,Allrounder,Allrounder
49dfe4a4,EJ Richardson,Unclassified,364302,Bowler,Bowler
4a25c894,HAPW Jayawardene,Unclassified,49236,Wicketkeeper Batter,Batter
4a36c370,N Madziva,Bowler,453289,Allrounder,Allrounder
4a461c24,LA Dawson,Unclassified,211855,Allrounder,Allrounder
4a745f65,AR Nurse,Unclassified,315594,Bowler,Bowler
4a84f573,T Duffin,Batter,55391,Opening Batter,Batter
4a8a2e3b,MS Dhoni,Batter,28081,Wicketkeeper Batter,Batter
4aad78d3,K Zondo,Batter,318842,Batter,Batter
4ae1755b,HC Brook,Batter,911707,Batter,Batter
4aef496b,Nazimuddin,Batter,56059,Batter,Batter
4b2d6789,TS Chisoro,Bowler,235519,Bowler,Bowler
4b57e452,M Vijay,Batter,237095,Opening Batter,Batter
4ba44e19,M Muralitharan,Bowler,49636,Bowler,Bowler
4bc0a378,WP Masakadza,Unclassified,571703,Bowler,Bowler
4c3bd588,Sami Faridi,Unclassified,43041,Batter,Batter
4c4a06fb,Nasir Jamshed,Batter,42321,Opening Batter,Batter
4c4fa80b,SMSM Senanayake,Bowler,273439,Bowler,Bowler
4c5d73db,CR Woakes,Bowler,247235,Allrounder,Allrounder
4c61a0f9,NW Bracken,Bowler,4185,Bowler,Bowler
4c7df2c8,Mohammad Shahzad,Bowler,738445,Allrounder,Allrounder
4c931d56,AA Donald,Unclassified,44716,Bowler,Bowler
4cbce738,D Daesrath,Unclassified,51739,Allrounder,Allrounder
4cbf2e06,Saad Ali,Unclassified,547085,Top order Batter,Batter
4cd3960e,KADM Fernando,Unclassified,48821,,Unclassified
4d05a82e,Mohammad Kashif,Bowler,243073,Bowler,Bowler
4d1ec7eb,A Nao,Unclassified,524247,Bowler,Bowler
4d220a66,CJ Nevin,Batter,38009,Wicketkeeper Batter,Batter
4d3097d8,GJ Hopkins,Unclassified,37248,Wicketkeeper Batter,Batter
4d6d6280,Salman Butt,Batter,42683,Batter,Batter
4d7f517e,AJ Hosein,Bowler,530812,Bowler,Bowler
4d84ad05,CJA Amini,Batter,332980,Allrounder,Allrounder
4d9f9686,Soumya Sarkar,Batter,436677,Batting Allrounder,Batting Allrounder
4dcd505e,Jamaluddin Ahmed,Unclassified,55938,,Unclassified
4e1b02fb,Kamran Hussain,All-Rounder,41058,Allrounder,Allrounder
4e1b4323,TS Kamunhukamwe,Batter,713811,Opening Batter,Batter
4e1c9f6e,Sandeep Goud,Batter,1174024,Allrounder,Allrounder
4e5cf2d6,Afzaal Haider,Unclassified,39121,Bowler,Bowler
4ebc70ca,GT Main,All-Rounder,470777,Bowler,Bowler
4ec07775,RN ten Doeschate,All-Rounder,47660,Allrounder,Allrounder
4f629497,SE Bond,Bowler,36326,Bowler,Bowler
4f7279a4,Raza Hasan,Unclassified,343548,Bowler,Bowler
4fc516bd,HMCM Bandara,Bowler,48284,Bowler,Bowler
4ff67681,MM Iqbal,Batter,25433,Batter,Batter
50250426,Asad Shafiq,Batter,316397,Middle order Batter,Batter
502b2c81,XJ Doherty,Unclassified,5017,Bowler,Bowler
5056011d,GJ Bailey,Batter,4451,Top order Batter,Batter
50758325,B Geeves,Bowler,5472,Bowler,Bowler
508a1ea7,SE Marsh,Batter,6683,Top order Batter,Batter
509a7ca1,MD Gunathilaka,Batter,345821,Allrounder,Allrounder
50a92895,KY Ottley,Batter,416190,Opening Batter,Batter
50c6bc2b,LS Livingstone,All-Rounder,403902,Batting Allrounder,Batting Allrounder
51080a1f,JF Kloppenburg,Bowler,24901,,Bowler
513158ed,AM Samad,Batter,23826,Allrounder,Allrounder
5147ad5b,Aman Ali,Unclassified,319613,Middle order Batter,Batter
51a36d3e,GH Worker,Batter,277911,Batting Allrounder,Batting Allrounder
51a3c5ef,MJ McClenaghan,Bowler,319439,Bowler,Bowler
51de2a80,DJ Cullen,Unclassified,4882,Bowler,Bowler
51e1ed69,SG Borthwick,Unclassified,310519,Batting Allrounder,Batting Allrounder
5208c0a1,DI Allan,Batter,472153,Batter,Batter
525c3f54,AR Adams,Bowler,36192,Allrounder,Allrounder
526e006d,Jay Odedra,Bowler,1136106,Bowling Allrounder,Bowling Allrounder
527b2c2d,Skhawat Ali,Batter,208252,Batter,Batter
527c2dab,C Floyd,Unclassified,1200616,Bowler,Bowler
5284c884,Mahbubul Alam,Unclassified,56032,Bowler,Bowler
52980a48,TN de Grooth,Batter,25022,Middle order Batter,Batter
529eb9e0,OC McCoy,Unclassified,906783,Bowler,Bowler
52c952d9,T Sangha,Unclassified,1170471,Bowler,Bowler
52e8dd6b,Zaheer Maqsood,Unclassified,43776,Bowler,Bowler
52f96571,RJ Trott,Bowler,267454,Bowler,Bowler
53597be1,BRM Taylor,Batter,55814,Wicketkeeper Batter,Batter
537021f5,JT Brassell,Bowler,1310415,Bowler,Bowler
53bc7b84,Aftab Ahmed,Batter,56266,Opening Batter,Batter
53fa62a2,Fahad Alhashmi,Bowler,220521,Bowler,Bowler
53fe6ee4,DS Lehmann,All-Rounder,6285,Top order Batter,Batter
540ffb25,BL Kotze,Unclassified,24807,,Unclassified
5426de63,HB Shipley,Bowler,962831,Bowler,Bowler
54279e23,Alok Kapali,Batter,56251,Allrounder,Allrounder
543b4a1f,R Telemachus,Unclassified,47539,Bowler,Bowler
543d3e69,KAD Hurdle,Bowler,23685,,Bowler
5441db8c,Aizaz Cheema,Bowler,39821,Bowler,Bowler
54501715,Badal Singh,Unclassified,279710,,Unclassified
5471024e,JM Davison,All-Rounder,23852,Allrounder,Allrounder
54725e8b,IH Romaine,Batter,23725,Batter,Batter
548d4188,KS Airee,Unclassified,1072482,Bowler,Bowler
549aefcd,BJ Diamanti,Unclassified,36950,Batter,Batter
5500c675,PC Connell,Bowler,303349,Bowler,Bowler
552b228c,Anshuman Rath,All-Rounder,452472,Top order Batter,Batter
5531248e,MDK Perera,Bowler,49920,Allrounder,Allrounder
556302a7,SM Ervine,All-Rounder,55414,Allrounder,Allrounder
5574750c,JC Archer,Bowler,669855,Bowler,Bowler
55f33b32,JL Ontong,Batter,46681,Allrounder,Allrounder
5661ef90,A Sharma,Batter,1294141,Wicketkeeper Batter,Batter
5673a3fc,NL McCullum,Batter,37749,Bowler,Bowler
5680f1ad,CO Obuya,All-Rounder,24752,Allrounder,Allrounder
568e5a4a,AR Cusack,Bowler,293983,Bowler,Bowler
56ab442f,NM Coulter-Nile,Bowler,261354,Bowling Allrounder,Bowling Allrounder
56c205b7,PJ Forrest,Batter,232285,Middle order Batter,Batter
571e1d2a,Shayan Jahangir,Batter,647771,Batter,Batter
571f11e4,Tanveer Ahmed,Unclassified,919549,Bowler,Bowler
5748e866,TD Paine,Batter,7252,Wicketkeeper Batter,Batter
5791b840,Yasir Ali Chowdhury,Batter,629059,Middle order Batter,Batter
579f2447,Surya Tamang,Unclassified,1161018,,Unclassified
57bd3ecc,Hammad Azam,Unclassified,384518,Middle order Batter,Batter
57ee1fde,YS Chahal,Bowler,430246,Bowler,Bowler
57efa3be,SB Styris,All-Rounder,38407,Allrounder,Allrounder
58043739,TT Bresnan,Unclassified,9310,Allrounder,Allrounder
582e9baa,CZ Harris,Batter,37232,Allrounder,Allrounder
58431ca0,MADI Hemantha,Unclassified,721041,Allrounder,Allrounder
585dda5d,KNA Bandara,Unclassified,958691,Middle order Batter,Batter
58c2fac4,A Athanaze,Batter,1078692,Middle order Batter,Batter
5935d694,Rishad Hossain,Unclassified,1139523,Allrounder,Allrounder
59559bc2,J Overton,Unclassified,510530,Bowling Allrounder,Bowling Allrounder
59792462,KM Jarvis,Bowler,332996,Bowler,Bowler
599ce28e,Ansh Tandon,Batter,1058990,Batter,Batter
59cc6b79,SJ Massiah,Batter,25883,,Batter
59ddd811,NE Bonner,Batter,314650,Middle order Batter,Batter
59ea70a4,HT Tector,Batter,961407,Middle order Batter,Batter
59f509ed,G Goudie,Unclassified,25476,Bowler,Bowler
5a22d91c,EMDY Munaweera,Batter,304735,Opening Batter,Batter
5a37ec26,MS Panesar,Unclassified,18655,Bowler,Bowler
5a4c12ab,Sohag Gazi,Bowler,444135,Allrounder,Allrounder
5a6bb1c7,Fayyaz Ahmed,Unclassified,40170,Allrounder,Allrounder
5a7405f1,Usman Salahuddin,Batter,260519,Middle order Batter,Batter
5abdfd23,HS Modi,Batter,24701,Top order Batter,Batter
5ac8f17b,GJ Batty,Unclassified,9042,Bowler,Bowler
5ad8c974,I Kaia,Batter,465327,Opening Batter,Batter
5af592d2,G Snyman,Unclassified,24827,,Unclassified
5af743d0,Sohail Khan,Bowler,317252,Bowler,Bowler
5af87ad6,M Dillon,Bowler,51651,Bowler,Bowler
5b16a806,A Dananjaya,Bowler,574178,Bowling Allrounder,Bowling Allrounder
5b1d6583,AK Sah,Batter,1058510,Wicketkeeper,Unclassified
5b8c830e,KH Pandya,Unclassified,471342,Allrounder,Allrounder
5b8fffb4,GD Drummond,Unclassified,295644,Bowler,Bowler
5bb1a1c4,I Sharma,Bowler,236779,Bowler,Bowler
5bb5a915,M Morkel,Bowler,46538,Bowler,Bowler
5bbabe59,TL Chatara,Bowler,425639,Bowler,Bowler
5bd3bb5d,PJ Ingram,Batter,38952,Top order Batter,Batter
5bdcdb72,TM Dilshan,Batter,48472,Allrounder,Allrounder
5be810ba,MD Dai,All-Rounder,25051,Allrounder,Allrounder
5c124657,Irfan Ahmed,Batter,208253,Allrounder,Allrounder
5c5a8c1f,CKB Kulasekara,Unclassified,49477,Allrounder,Allrounder
5c756df3,Abul Hasan,Unclassified,373439,Bowler,Bowler
5cb078d6,HK Badani,Batter,26802,Middle order Batter,Batter
5d096f3d,RR Powar,Unclassified,32391,Bowler,Bowler
5d1e7582,BKG Mendis,Batter,629074,Wicketkeeper Batter,Batter
5d38476c,Saqib Zulfiqar,Batter,526481,Bowling Allrounder,Bowling Allrounder
5d68fe4f,Fahad Nawaz,Unclassified,1126002,Allrounder,Allrounder
5d836a72,Abid Ali,Batter,39950,Opening Batter,Batter
5d9a1a73,R Sharma,Bowler,272994,Bowler,Bowler
5dbdecf1,Khaled Ahmed,Bowler,927619,Bowler,Bowler
5dc19220,GM Strydom,Batter,55782,,Batter
5e5eab39,Nazmul Hossain,Bowler,56056,Bowler,Bowler
5eb51b97,V Sukumaran,Batter,1256189,Top order Batter,Batter
5ec41cd7,Jasdeep Singh,Unclassified,772471,Bowler,Bowler
5ee47383,DB Kotze,Batter,24841,,Batter
5eea345c,Khalid Latif,Batter,41046,Top order Batter,Batter
5eef2118,MVT Fernando,Unclassified,465783,Bowler,Bowler
5f26f677,BM Duckett,Batter,521637,Top order Batter,Batter
5f5ca1a7,Tanwir Afzal,Unclassified,260036,Allrounder,Allrounder
5f5e0c8c,ML Udawatte,Batter,50802,Batter,Batter
5f75a7c5,PARP Perera,Batter,653033,Middle order Batter,Batter
5fa06777,IK Pathan,Bowler,32685,Allrounder,Allrounder
5faa30f7,Amir Hayat,Bowler,1126253,Bowler,Bowler
5fbd0632,SA Wijeratne,Batter,300624,Wicketkeeper Batter,Batter
5fbe14fc,Imrul Kayes,Batter,280734,Opening Batter,Batter
5fef85ee,R Mutumbami,Batter,235516,Wicketkeeper Batter,Batter
6020a3c6,KU Carty,Batter,820677,Batter,Batter
60606200,Muzahir Raza,Unclassified,1167806,,Unclassified
608e1581,Hannan Sarkar,Batter,55915,Opening Batter,Batter
60beb01b,WW Hinds,Batter,52057,Batter,Batter
60dd8960,Kabir Ali,Bowler,8476,Bowler,Bowler
611c06dd,MA Vermeulen,Batter,55822,Top order Batter,Batter
6176f240,Chirag Suri,Batter,534734,Opening Batter,Batter
61928851,Utkarsh Srivastava,Batter,1415052,,Batter
619aa81f,W Jaffer,Batter,29646,Top order Batter,Batter
61dab16a,CL Hooper,Batter,52066,Allrounder,Allrounder
61f05b05,Fawad Alam,Batter,40250,Top order Batter,Batter
61fb296e,TL Chivanga,Unclassified,1059122,Bowler,Bowler
6232e1ed,GJ McCarter,Unclassified,348037,Bowler,Bowler
62decd8e,AC Dawson,Unclassified,44682,,Unclassified
62e203d4,Junaid Siddique,Batter,55946,Top order Batter,Batter
63249474,O Davidson,Unclassified,1278259,,Unclassified
634a7b21,BN Cooper,Batter,470699,Middle order Batter,Batter
637b6fbd,AG Puttick,Batter,46797,,Batter
63bff7f9,SM Harwood,Unclassified,5605,Bowler,Bowler
641ac5ff,IS Sodhi,Unclassified,559066,Bowler,Bowler
64775749,RP Meredith,Unclassified,961713,Bowler,Bowler
64839cb3,M Pathirana,Bowler,1194795,Bowler,Bowler
64a4c383,S Sriram,Unclassified,34118,Middle order Batter,Batter
64c34cd0,Shoaib Malik,All-Rounder,42657,Allrounder,Allrounder
64d43928,Sohail Tanvir,Unclassified,43265,Bowler,Bowler
64fb6b15,A Bohara,Unclassified,1058508,Bowler,Bowler
650d5e49,R Powell,Batter,820351,Middle order Batter,Batter
65122d56,K Christie,Unclassified,1063728,,Unclassified
656202a7,DA Marillier,Batter,55578,Middle order Batter,Batter
6575e3bc,Nazmul Islam,Unclassified,446810,Bowler,Bowler
6581d753,JM Kemp,Batter,45797,Bowling Allrounder,Bowling Allrounder
65a05fe6,HP Rinke,Batter,55737,,Batter
65b6943c,L Wood,Unclassified,573170,Bowler,Bowler
66b30f71,AB Dinda,Unclassified,227712,Bowler,Bowler
66cf56a5,A Mithun,Unclassified,310958,Bowler,Bowler
6705008a,H Durham,Unclassified,23713,Bowler,Bowler
671398e3,DK Butler,Unclassified,51292,Bowler,Bowler
6752c57b,Jahurul Islam,Batter,55944,Middle order Batter,Batter
6766ca00,M Shumba,Batter,951781,Top order Batter,Batter
67875075,RH Scholte,Unclassified,24945,,Unclassified
67af6f81,RW Price,Unclassified,55698,Bowler,Bowler
67b9536c,SR Hain,Batter,555850,Middle order Batter,Batter
6821ac10,JJ van der Wath,Batter,47693,Allrounder,Allrounder
6834d1f2,B Stanlake,Unclassified,533042,Bowler,Bowler
6843a783,Shan Masood,Batter,233901,Opening Batter,Batter
684a56df,RR Beaton,Unclassified,498440,Bowler,Bowler
684d21d7,M Bhanuka,Batter,629075,Top order Batter,Batter
688b2d58,Ehsanul Haque,Bowler,55880,,Bowler
68c3f79d,LN Onyango,All-Rounder,24711,Bowler,Bowler
68c56d09,KA Jamieson,Unclassified,625960,Bowler,Bowler
68ddabdb,Mohammad Sami,Bowler,41324,Bowler,Bowler
69362253,RN Lewis,Unclassified,52343,Allrounder,Allrounder
69762509,DR Martyn,Batter,6513,Top order Batter,Batter
69c994e4,SHA Rance,Unclassified,395057,Bowler,Bowler
69d03465,AT Carey,Batter,326434,Wicketkeeper Batter,Batter
6a0537aa,N Boje,Batter,44091,Bowler,Bowler
6a26221c,AK Markram,Batter,600498,Allrounder,Allrounder
6a52f5d3,GJ Whittall,Bowler,55848,Batting Allrounder,Batting Allrounder
6a685375,JB Reva,Bowler,332978,Bowler,Bowler
6a71ba3a,M Levitt,Batter,1071504,Top order Batter,Batter
6a7239a7,ES Szwarczynski,Batter,214696,Batter,Batter
6ad2d5f7,LN Rajbanshi,Bowler,913853,Bowler,Bowler
6adf9347,Iftikhar Anjum,Bowler,40591,Bowler,Bowler
6ae9c751,JJ Celestine,Batter,216811,Batter,Batter
6b062b4b,CA Reid,Unclassified,25872,,Unclassified
6b0c3a20,AJ Hall,Bowler,45396,Allrounder,Allrounder
6b0db726,J Andrew,Unclassified,1394273,Top order Batter,Batter
6b19d823,A Mishra,Bowler,31107,Bowler,Bowler
6b4593ee,L Siaka,Batter,440990,Opening Batter,Batter
6b46ce43,EJB Miles,Unclassified,526468,,Unclassified
6b64e7a3,J Mulder,Unclassified,1005369,Bowler,Bowler
6b71e6cf,KC Sangakkara,Batter,50710,Wicketkeeper Batter,Batter
6b75c2b1,NR Kirton,Batter,820685,Batting Allrounder,Batting Allrounder
6b8eb6e5,S Sreesanth,Bowler,34274,Bowler,Bowler
6b9eb501,OEG Baartman,Bowler,535353,Bowler,Bowler
6c1beb66,MHW Papps,Batter,38111,Opening Batter,Batter
6c6591ab,PP Ojha,Unclassified,32130,Bowler,Bowler
6c6aca89,TS Roland-Jones,Unclassified,370535,Bowler,Bowler
6c75310b,J Lewis,Bowler,16281,Bowler,Bowler
6c79c098,DA Payne,Unclassified,362710,Bowler,Bowler
6c882e9a,PBB Rajapaksa,Batter,342619,Top order Batter,Batter
6cc006ef,RAP Nissanka,Bowler,49769,Bowler,Bowler
6cd0b2d8,DL Blake,Unclassified,25881,,Unclassified
6d25efd7,E Katchay,Unclassified,52300,Bowler,Bowler
6d60ece6,Aijaz Ali,Unclassified,25661,,Unclassified
6d8356ee,Qaiser Ali,Batter,216920,Batter,Batter
6dd8b88c,Usama Mir,Bowler,647667,Bowler,Bowler
6df8d190,SE Findlay,Batter,51865,Batter,Batter
6e161a33,JNK Shannon,Unclassified,303437,Middle order Batter,Batter
6e1b1ec0,MP Vaughan,Batter,22182,Opening Batter,Batter
6e3f5a5c,R Ngarava,Bowler,806241,Bowler,Bowler
6eb146d2,Gurkeerat Singh,Batter,537124,Middle order Batter,Batter
6ed3d5ac,DO Obuya,Batter,24760,Top order Batter,Batter
6eea0b32,Nasir Hossain,Batter,300618,Allrounder,Allrounder
6ef13460,A Balbirnie,Batter,303423,Batter,Batter
6f02fe2a,Waseem Muhammad,Batter,1241277,Opening Batter,Batter
6f4d314b,LJ Burger,Batter,24837,,Batter
6fb21086,Zahid Shah,Bowler,43735,Bowler,Bowler
6fd0c8e1,JD Campbell,Batter,348026,Opening Batter,Batter
70456281,Ehsan Nawaz,Bowler,718553,Bowler,Bowler
70542bef,HJH Marshall,Batter,37696,Batter,Batter
7081491e,AA Obanda,Batter,291844,Opening Batter,Batter
709b0bac,SS Tiwary,Batter,35390,Top order Batter,Batter
70ced7f2,Mohammad Aadil Alam,Bowler,1212481,,Bowler
70d205c9,AT Rayudu,Batter,33141,Middle order Batter,Batter
70d57519,AAP Atkinson,Unclassified,1039481,Bowler,Bowler
70f2f922,TF van Woerkom,Unclassified,547760,Allrounder,Allrounder
710dd98c,MN van Wyk,Batter,47711,Wicketkeeper Batter,Batter
711249d1,Shamim Hossain,Unclassified,1161044,Allrounder,Allrounder
7147f314,Sabbir Rahman,Batter,373538,Batting Allrounder,Batting Allrounder
714af18b,KJ Harding,Unclassified,906755,Bowler,Bowler
7157a72f,PJC Hoffmann,Unclassified,25432,,Unclassified
717e803a,TCB Fernando,Unclassified,48844,Allrounder,Allrounder
719a2bb5,K Kamyuka,Bowler,26135,Bowler,Bowler
72253b87,Kaleemullah,Bowler,1077307,Bowler,Bowler
7239b60d,CAH Stevenson,Bowler,953793,Allrounder,Allrounder
725529bc,SC Ganguly,Batter,28779,Batter,Batter
72861603,GC Smith,Batter,47270,Opening Batter,Batter
72b245dd,Anamul Haque,Batter,380354,Wicketkeeper Batter,Batter
72e361fe,N Davin,Batter,595790,Batter,Batter
72e60730,A Vala,All-Rounder,25056,Batter,Batter
732c038e,KIC Asalanka,Batter,784367,Batting Allrounder,Batting Allrounder
736123bb,DN Wellalage,Bowler,1152427,Bowler,Bowler
73ad96ed,DJ Hooda,All-Rounder,497121,Allrounder,Allrounder
73c18486,KR Mayers,Batter,348056,Batting Allrounder,Batting Allrounder
73e749e1,LE Bosman,Batter,44098,Opening Batter,Batter
740742ef,RG Sharma,Batter,34102,Top order Batter,Batter
74234d66,JN Gillespie,Bowler,5392,Bowler,Bowler
7429c452,I Wardlaw,Bowler,509107,Bowler,Bowler
74487d79,J Edness,Batter,23759,Batter,Batter
744b6ab0,Joseph Angara,Unclassified,24689,,Unclassified
749a1b3a,BP Nash,Batter,6950,Middle order Batter,Batter
74aab92e,LN Roche,Unclassified,596002,Middle order Batter,Batter
74bd2653,M van Schoor,Unclassified,24804,,Unclassified
74d12124,JP Greaves,Batter,510823,Allrounder,Allrounder
74d92a39,AY Karim,Bowler,24699,Bowler,Bowler
74ef405a,MBS Jonkman,Bowler,245397,Bowler,Bowler
7516045a,WT Gavera,Unclassified,302850,Bowler,Bowler
75186c24,Kamran Shazad,Bowler,623104,Bowler,Bowler
75224f22,KMA Paul,Unclassified,677081,Allrounder,Allrounder
752f7486,Ishan Kishan,Batter,720471,Wicketkeeper Batter,Batter
753b5a2d,NN Odhiambo,Batter,238612,Bowler,Bowler
753c95b9,SS Pathirana,Unclassified,212756,Allrounder,Allrounder
755a77c6,GS Ballance,Batter,232438,Middle order Batter,Batter
7572bf45,EHSN Silva,Unclassified,50460,Bowler,Bowler
7595b47f,Shariz Ahmad,Bowler,1278252,Bowler,Bowler
759ac88f,MM Sharma,Bowler,537119,Bowler,Bowler
75de770f,T Taibu,Batter,55805,Wicketkeeper Batter,Batter
